National Provider Identifier,Organization Name,Credentials,Gender,Entity Code,City,Zip Code,State Label,State Code,Country Code,Provider Type Label,Provider Type,Medicare Participation,Place of Service,HCPCS Code,HCPCS Description,HCPCS Drug Indicator,Number of Services,Number of Medicare Beneficiaries,Number of Medicare Beneficiary/Day Services,Average Medicare Allowed Amount,Standard Deviation of Medicare Allowed Amount,Average Submitted Charge Amount,Standard Deviation of Submitted Charge Amount,Average Medicare Payment Amount
1003173295,PETTY,PT,2,1,ZACHARY,707912347,22,LA,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,13,13,13,67.73,5.36,85,0,53.44
1639172711,MANOLE,MD,1,1,CHURCH HILL,376423414,25,TN,US,1,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,29,29,29,17.45,0,105,0,10.6
1629248794,WEIS MARKETS INC,O,3,2,HAGERSTOWN,217422781,4,MD,US,10,Mass Immunization Roster Biller,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,24,24,24,13.88,0.2,13.88,0.2,13.88
1740273804,MGBEIKE,FNP C,2,1,HOUSTON,770367711,27,TX,US,4,Nurse Practitioner,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,17,17,17,94.74,0,130,0,94.74
1982600722,LANCZKI,OD,1,1,ADRIAN,492218209,3,MI,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,167,119,167,67.92,0,70,0,44.26
1811956741,HANZELIK,MD,1,1,WESTLAKE VILLAGE,913611929,11,CA,US,1,Internal Medicine,Y,O,G0101,Cervical or vaginal cancer screening; pelvic and clinical breast examination,N,12,12,12,41.21,0,125,0,41.21
1073680062,KOLASA,MD,1,1,EAST BRUNSWICK,88165828,5,NJ,US,12,Nephrology,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,63,63,63,12.79,0.62,25,0,12.79
1851459697,TSHIBAKA,MD,1,1,WESTMINSTER,211575750,4,MD,US,29,Thoracic Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,53,41,53,111.06,0,200,0,87.41
1134128135,SIEGEL,MD,1,1,MESA,852064671,29,AZ,US,14,Cardiology,Y,O,72100,"X-ray of lower and sacral spine, 2 or 3 views",N,15,15,15,27.18,3.92,79,10.2,19.01
1194946988,HOOK,MD,2,1,MADISON,537161392,23,WI,US,2,Family Practice,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,13,13,13,107.89,0.85,107.89,0.85,107.89
1336367952,SIERRA-NIEVES,P.A.C.,1,1,FORT WORTH,76115,27,TX,US,8,Physician Assistant,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,N,13,12,13,16.33,0,60,0,12.06
1255391710,CHOI,MD,1,1,GARDEN GROVE,928431902,11,CA,US,41,Urology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,"1,486",556,"1,485",78.77,0.15,129.52,3.35,56.83
1174579445,WILLIAMS,MD,1,1,CRESTVIEW HILLS,410175100,41,KY,US,31,Gastroenterology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,25,20,25,94.51,0,161,0,75.61
1821023730,VASSIL,MD,1,1,LITITZ,175438215,15,PA,US,2,Family Practice,Y,O,90656,"Vaccine for influenza injection into muscle, patient 3 years and older",Y,24,24,24,12.4,0,23,0,12.4
1871571703,BRANDT,MD,1,1,EUGENE,97404,19,OR,US,2,Family Practice,Y,O,G0438,"Annual wellness visit; includes a personalized prevention plan of service (pps), initial visit",N,62,62,62,161.89,0,419.89,16.47,161.89
1306804349,RAMA,MD,1,1,MARION,433011814,31,OH,US,14,Cardiology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,355,289,355,68.47,0,74.94,8.91,50.99
1700860996,MOEZZI,MD,1,1,FLAGSTAFF,860011479,29,AZ,US,20,Orthopedic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,372,220,372,69.06,0.17,146.69,20.23,50.25
1225049927,RITER,MD,1,1,MADISON,537151507,23,WI,US,14,Cardiology,Y,O,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,32,32,32,135.68,4.87,409.38,29.15,108.55
1316060502,MUMTAZ,MD,2,1,TYLER,75702,27,TX,US,2,Family Practice,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,16,16,16,12.21,0.42,33.13,4.96,12.21
1053397075,CHRISTENSEN,MD,1,1,MEDFORD,975047134,19,OR,US,5,Diagnostic Radiology,Y,F,73560,"X-ray of knee, 1 or 2 views",N,44,42,42,9.04,0,25,0,6.96
1043292006,STEED,MD,1,1,BELLEVIEW,344203115,1,FL,US,2,Family Practice,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,33,33,33,199.1,0,275,0,155.89
1245217405,DALEY,MD,1,1,ALLENTOWN,181033295,15,PA,US,33,Physical Medicine and Rehabilitation,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,99,56,99,67.7,0,102,0,51.11
1982646154,PATEL,MD,1,1,FAIRFIELD,945349771,11,CA,US,24,Pulmonary Disease,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,356,121,356,231.68,0,358,0,185.34
1912063777,BRITO,MD,2,1,MIAMI,331841551,1,FL,US,37,General Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,80,63,80,111.89,0,200,0,83.2
1609846435,QURESHI,MD,1,1,LITTLE ROCK,722053380,12,AR,US,33,Physical Medicine and Rehabilitation,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,202,29,33,1.69,0.01,11,0,1.33
1821083031,SHANMUGASUNDARAM,MD,1,1,WELLINGTON,334146156,1,FL,US,3,Otolaryngology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,129,129,129,170.2,0,250,0,131.07
1730230830,PEREZ,MD,1,1,MORGAN HILL,950373669,11,CA,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,449,172,449,82.28,1.39,83,0,58.87
1326057589,DANISH,MD,1,1,SOUTHGATE,481951830,3,MI,US,1,Internal Medicine,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,334,169,334,3,0,26.95,2.44,2.99
1215925193,BRAK,MD,2,1,BARRINGTON,600101824,9,IL,US,2,Family Practice,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,86,40,86,74.3,0,74.3,0,59.44
1265470025,HARTFORD,O,1,1,RAPID CITY,577015462,46,SD,US,11,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,44,34,44,41.77,0,47.34,9.82,27.86
1609834597,LUEDERS,MD,1,1,ROGERS,727581452,12,AR,US,2,Family Practice,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,14,13,14,91.37,0,174,0,73.1
1952304594,MONTGOMERY,MD,1,1,LAGUNA WOODS,926372753,11,CA,US,20,Orthopedic Surgery,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,252,38,244,33.83,1.32,81.17,6.83,26.36
1376797563,SMITH,PA-C,2,1,THERESA,136912218,13,NY,US,8,Physician Assistant,Y,O,81002,"Urinalysis, manual test",N,16,16,16,3.62,0,23.44,1.69,3.62
1982748828,SU,MD,1,1,ELMHURST,113732942,13,NY,US,1,Internal Medicine,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,27,27,27,12.05,0,50,0,12.05
1104883073,ROMER,MD,1,1,CENTERVILLE,45459,31,OH,US,2,Family Practice,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",Y,14,14,14,62.71,4.11,72,0,62.71
1831153600,DEWANJEE,MD,1,1,SCOTTSDALE,852514451,29,AZ,US,20,Orthopedic Surgery,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,15,11,15,25.04,0,41.54,0,18.69
1396846853,PATEL,MD,1,1,GALESBURG,614011251,9,IL,US,24,Pulmonary Disease,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,197,147,197,40.35,0.1,79.62,1.96,29.94
1609894500,LAPID,MD,2,1,DES PLAINES,600162290,9,IL,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,26,16,26,75.8,0,101.77,6.13,53.64
1215079983,JACKSON,NP,1,1,QUITMAN,316431922,36,GA,US,4,Nurse Practitioner,Y,O,81002,"Urinalysis, manual test",N,79,57,79,3.62,0,12,0,3.62
1629148135,STEELE,MD,1,1,PERRYVILLE,637751276,16,MO,US,19,General Surgery,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,13,13,13,126.5,0,253,0,101.2
1689603896,DURLING,PA-C,1,1,LEBANON,3756,38,NH,US,8,Physician Assistant,Y,F,99284,"Emergency department visit, problem of high severity",N,181,169,181,97.36,0,333.8,7.52,72.91
1669440251,ANDREWS,MD,1,1,FORT LEE,70244124,5,NJ,US,14,Cardiology,Y,F,99284,"Emergency department visit, problem of high severity",N,36,33,36,122.61,0,170.16,97.18,91.12
1447220025,VINOGRADSKY,MD,1,1,WILLOUGHBY,440944489,31,OH,US,19,General Surgery,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,59,57,59,193.79,0,275,0,153.25
1093732943,IMSEIS,MD,1,1,NESS CITY,675601726,8,KS,US,2,Family Practice,Y,O,73560,"X-ray of knee, 1 or 2 views",N,20,17,20,29.01,0,75,0,22.05
1164400404,THOMAS,MD,1,1,FRANKLINTON,70438,22,LA,US,2,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,22,22,22,92.67,0,165,0,57.69
1598992695,COSSEY,DO,2,1,BETHLEHEM,180151000,15,PA,US,16,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,56,56,56,115.95,2.45,497.86,49.95,92.76
1437132685,GAPUTIS,D.O.,1,1,ROGERSVILLE,356528141,24,AL,US,37,General Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",N,182,115,182,21.79,0,28,0,12.92
1659533164,DAVIS,O.D.,2,1,GARNER,275297945,6,NC,US,11,Optometry,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,18,18,18,153.15,0,155,0,97.11
1144214602,SCHWARTZ,D.O.,1,1,HANOVER,173318698,15,PA,US,2,Family Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,19,18,19,40.55,0,63,0,30.68
1730185216,ARLEN,MD,1,1,SOUTH PLAINFIELD,70804744,5,NJ,US,3,Otolaryngology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,776,451,776,77.75,0,85,0,54.27
1629012299,ABELA,MD,1,1,EAST LANSING,48824,3,MI,US,1,Internal Medicine,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,11,11,11,101.5,0,187,0,72.34
1871553016,PLUNKETT,MD,1,1,HAMMOND,704031475,22,LA,US,1,Internal Medicine,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,29,29,29,150.03,0,234,0,101.03
1023063237,GARB,MD,1,1,ELGIN,60123,9,IL,US,1,Internal Medicine,Y,O,71020,"X-ray of chest, 2 views, front and side",N,16,15,16,21.89,0,97,0,14.23
1245569029,SCHRANT,DO,1,1,KIRKSVILLE,63501,16,MO,US,13,Anesthesiology,Y,F,142,Anesthesia for lens surgery,N,11,11,11,130.18,5.48,518.51,21.81,104.15
1659565729,YARNELL,MD,1,1,BATESVILLE,725017331,12,AR,US,19,General Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",N,41,41,41,66,0,90,0,44.78
1740225077,SIPE,OD,2,1,LONGVIEW,986325055,2,WA,US,11,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,11,11,11,120.16,0,152,0,96.13
1457343337,BRAUNSTEIN,D.O.,1,1,MOORESVILLE,281175537,6,NC,US,6,Neurology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,545,304,545,67.17,0,95.06,6.73,45.61
1780786277,MERTZ,DPM,1,1,LEHIGHTON,182352163,15,PA,US,34,Podiatry,Y,O,73630,"X-ray of foot, minimum of 3 views",N,38,27,37,30.17,0,55,0,23.5
1235138702,OKEEFFE,N.P.,2,1,SAGINAW,486031251,3,MI,US,4,Nurse Practitioner,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,42,39,42,115.05,0,160,0,92.04
1861484859,MUCHE,MD,1,1,MILWAUKEE,53222,23,WI,US,12,Nephrology,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,17,11,17,209.82,0,504,0,167.86
1285626408,RIVERA,MD,1,1,GUANICA,6532530,33,PR,US,1,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,57,11,15,88.02,0,107.27,69.04,70.42
1477529584,PRINZ,MD,1,1,CHICAGO,606123841,9,IL,US,19,General Surgery,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,42,28,42,53.68,0.37,63.07,1.44,37.28
1588638597,SACCO,OD,1,1,VESTAL,138503649,13,NY,US,11,Optometry,Y,O,92014,"Eye and medical examination for diagnosis and treatment, established patient, 1 or more visits",N,286,284,286,114.17,0,130,0,76.4
1285709816,MEHTA,MD,2,1,WEST ALLIS,532272455,23,WI,US,1,Internal Medicine,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,80,80,80,12.08,0.2,14.23,1.14,12.08
1396726931,SINGH,MD,1,1,FLINT,485323605,3,MI,US,26,Hematology/Oncology,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",N,"1,521",550,"1,521",11,0,15,0,10.83
1760485676,SCHNEIDER,MD,1,1,GLEN ROSE,760434449,27,TX,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,44,43,44,58.67,0.2,554.43,137.46,43.55
1205824562,FIELDSON,MD,1,1,WALDORF,206013147,4,MD,US,37,General Practice,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,261,121,261,43.01,2.05,54.83,2.78,31.12
1134253099,VITERBO,MD,1,1,WILMINGTON,198081257,42,DE,US,2,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,20,20,20,151,0,151,0,114.85
1376538017,OKEEFE,MD,1,1,LAKEWOOD,802281527,37,CO,US,16,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",N,97,96,97,57.78,1.2,281.14,24.16,40.32
1699734780,ROTHE,MD,2,1,JOHNSON CITY,13790,13,NY,US,5,Diagnostic Radiology,Y,F,71260,CT scan chest with contrast,N,32,31,32,48.51,6.79,239.47,2.89,37.34
1285697466,JACKSON,MD,1,1,SHREVEPORT,711033981,22,LA,US,1,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,47,27,47,36.39,0,73,0,29.11
1982791455,OLSTEIN,D.O.,1,1,HUNTINGDON,166527167,15,PA,US,2,Family Practice,Y,F,99283,"Emergency department visit, moderately severe problem",N,21,19,21,59.69,0,156,0,47.75
1508927005,HAROLD,MD,1,1,LOS ANGELES,900486108,11,CA,US,14,Cardiology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,15,11,15,46.01,0,76,0,36.2
1770584435,POZEFSKY,MD,1,1,LUTHERVILLE,210934515,4,MD,US,1,Internal Medicine,Y,O,G0439,"Annual wellness visit, includes a personalized prevention plan of service (pps), subsequent visit",N,71,71,71,112.35,0,129.2,0,112.35
1821045824,LAFLAN,MD,1,1,CREIGHTON,687290110,30,NE,US,2,Family Practice,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",Y,105,105,105,13,0.54,15,0,13
1053378836,SELZNICK,MD,1,1,LAS VEGAS,891092218,32,NV,US,20,Orthopedic Surgery,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,29,16,29,44.3,0,179,0,34.22
1932275484,GARCIA MATEO,MD,1,1,PONCE,717,33,PR,US,22,Endocrinology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,34,34,34,122.55,2.52,123.67,6.73,84.77
1356378251,NEWMAN,MD,1,1,PHILADELPHIA,19107,15,PA,US,3,Otolaryngology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,15,15,15,109.93,0,189,0,83.85
1467613216,JONISCH,MD,1,1,GREAT NECK,110215206,13,NY,US,15,Ophthalmology,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,540,540,540,181.49,2.43,328.49,44.62,137.29
1992024459,BERRY,MD,1,1,CENTREVILLE,396310639,14,MS,US,16,Emergency Medicine,Y,F,99284,"Emergency department visit, problem of high severity",N,199,186,199,110.23,0,650.02,210.34,82.28
1518961986,SPARAGNA,MD,1,1,SOMERS POINT,82442060,5,NJ,US,2,Family Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,N,"1,147",435,"1,147",3,0,5,0,2.99
1255322574,MAGGIN,MD,1,1,LAUREL,207075000,4,MD,US,1,Internal Medicine,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,212,146,212,116.94,0,125,0,79.78
1497959464,ANGELILLO,O,1,1,NEW YORK,100033804,13,NY,US,20,Orthopedic Surgery,Y,O,20610,Aspiration or injection of large joint or joint capsule,N,25,20,25,81.12,0,197.5,75.13,64.9
1861711673,OSBORNE,D.O.,1,1,REDDING,960011721,11,CA,US,2,Family Practice,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",N,88,88,88,99.68,0,182,0,71.35
1841291622,KILBERG,DPM,1,1,INDIANAPOLIS,462502070,17,IN,US,34,Podiatry,Y,O,73630,"X-ray of foot, minimum of 3 views",N,171,96,146,29.78,0.02,60,0,21.37
1801868401,MCMILLAN,MD,1,1,LITTLETON,801249525,37,CO,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,154,145,154,102.79,0,185,0,81.7
1144533761,OLSON,OD,1,1,COUNCIL BLUFFS,515031002,18,IA,US,11,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,38,24,38,65.2,0,105,0,45.76
1629331798,PASHA,MD,1,1,MARSHFIELD,544495703,23,WI,US,1,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",N,55,54,55,106.41,0,200,0,85.13
1013970524,ATTAR,MD,1,1,MORENO VALLEY,925554802,11,CA,US,19,General Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,128,90,128,106.98,0,170,0,80.99
1841278645,EDEN,MD,2,1,ANN ARBOR,481081186,3,MI,US,2,Family Practice,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",N,82,61,82,55.03,0,65,0,43.98
1235275660,OSMANSKI,DO,1,1,BOZEMAN,597156902,45,MT,US,24,Pulmonary Disease,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,133,133,133,148.62,0,331.66,23.55,110.05
1386664183,CHOUDHARY,MD,2,1,KENT,980305385,2,WA,US,1,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,91,90,91,13.94,0.18,30.44,4.17,13.94
1184653727,LINGER,MD,1,1,CHARLESTON,25304,10,WV,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,224,82,224,64.67,0.54,85.07,4.94,46.47
1932174091,SCHROEDER,MD,1,1,NICEVILLE,325781053,1,FL,US,1,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,19,17,19,70.33,0,159.83,0,56.26
1932201654,TRANMER,MD,1,1,CHICAGO,606127232,9,IL,US,2,Family Practice,Y,O,90656,"Vaccine for influenza injection into muscle, patient 3 years and older",Y,23,23,23,12.4,0,32,0,12.4
1073588620,KOUBA,MD,1,1,FAYETTEVILLE,283142563,6,NC,US,20,Orthopedic Surgery,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",N,25,25,25,94.54,0,180,0,75.63
1437131158,SAPP,MD,1,1,DAPHNE,365267037,24,AL,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,324,191,324,64.93,0,73,0,50.51
1598916223,KOGAN,MD,1,1,LITTLETON,3561,38,NH,US,31,Gastroenterology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,40,38,40,115.84,0.27,127.5,11.61,91.44
1053581124,PATTERSON,MD,2,1,MURPHY,289066213,6,NC,US,2,Family Practice,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,19,11,19,47.92,0,168,0,38.34
1518102532,VONDER HOFF,PSYD,2,1,TRAVERSE CITY,496849201,3,MI,US,47,Clinical Psychologist,Y,O,90801,Psychiatric interview for diagnosis,N,97,97,97,148.63,0,175,0,113.44
1316901051,KENNEY,MD,2,1,TEWKSBURY,18763125,7,MA,US,2,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,48,47,48,15.78,0,15.78,0,15.78
1861458572,KARABINIS,MD,1,1,ENFIELD,60823726,28,CT,US,53,Vascular Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,17,17,17,172.2,0,200,0,137.76
1063478691,SANDERS,MD,1,1,BLAIRSVILLE,305123139,36,GA,US,2,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",N,425,256,425,97.34,3.68,98.42,3.98,63.26
1174539647,SYNSVOLL,D.C.,1,1,BATTLE GROUND,98604,2,WA,US,43,Chiropractic,Y,O,98941,"Chiropractic manipulative treatment, 3 to 4 spinal regions",N,"1,267",84,"1,267",34.3,1.1,34.3,1.1,25.26
1538132840,KOSAREK,MD,1,1,WACO,76712,27,TX,US,2,Family Practice,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",Y,159,30,39,1.69,0.02,9,0,1.29
1558684191,LUGER,MD,1,1,SAN FRANCISCO,941151925,11,CA,US,1,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",N,217,82,217,76.22,0,228,0,60.98
1356365803,HALL,MD,1,1,WEST ISLIP,117954927,13,NY,US,16,Emergency Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",N,16,16,16,240.13,2.91,857,0,185.1
1578565826,PARDO,MD,1,1,BAYTOWN,775213947,27,TX,US,2,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,N,214,210,214,24.14,1.35,30,0,24.14
1023030426,GRANGER,MD,1,1,RIDGELAND,391574113,14,MS,US,1,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",Y,42,42,42,14.04,0.06,40,0,13.04
1013965771,LEBOFF-RIES,MD,2,1,CHICAGO,606042402,9,IL,US,1,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,48,32,48,75.8,0,130,0,54.36
1699704007,DECENA,MD,1,1,WEST ISLIP,117954927,13,NY,US,16,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,464,456,464,184.89,1.2,746,0,143.82
1891897377,SIEGER,MD,1,1,DAYTONA BEACH,321142709,1,FL,US,2,Family Practice,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",N,131,130,131,172.88,0,306.24,8.7,136.05
1831328319,BOWLES,DPM,1,1,SOUTHFIELD,480754818,3,MI,US,34,Podiatry,Y,F,99203,"New patient office or other outpatient visit, typically 30 minutes",N,27,26,27,73.04,0,92,0,56.27
1457328304,GORIN,MD,1,1,HYANNIS,26013007,7,MA,US,53,Vascular Surgery,Y,O,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),N,392,305,390,189.69,16.42,601.68,57.49,144.35
1154359479,PEREZ,MD,1,1,HIALEAH,33016,1,FL,US,22,Endocrinology,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",N,26,25,26,46.36,0,80,0,37.09
1053485565,MCEVOY,MD,1,1,ANN ARBOR,48108,3,MI,US,2,Family Practice,Y,F,99215,"Established patient office or other outpatient, visit typically 40 minutes",N,12,11,12,113.38,0,130,31.3,60.07
1700870367,MCCAULEY,MD,1,1,ALACHUA,326155309,1,FL,US,1,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",N,"2,804",640,"1,016",101.44,0.03,158.11,7.01,80.37
1821082710,SCHMOTZER,MD,1,1,CANTON,447101702,31,OH,US,26,Hematology/Oncology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,445,201,445,68.47,0,87,0,51.29
1609834571,TUSSET,CRNA,2,1,SARASOTA,342395106,1,FL,US,7,CRNA,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,N,52,52,52,123.7,38.98,743,94.32,95.35
1710094529,VISAYA,MD,1,1,DAVIS,956186724,11,CA,US,1,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",N,40,17,40,38.87,0,97,0,31.1
1316225717,LEWIS,PT,2,1,SCHERERVILLE,467350000,17,IN,US,25,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",N,"1,012",132,557,27.69,1.11,65.79,1.5,21.82
1558358994,WOOD,D.O.,1,1,PHOENIX,850044501,29,AZ,US,1,Internal Medicine,Y,F,99220,Hospital observation care typically 70 minutes,N,50,50,50,177.07,0,298,0,138.74
1184621229,OLAZAR,MD,2,1,PONTE VEDRA,320826216,1,FL,US,32,Rheumatology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",N,52,52,52,201.91,0,350,0,149.08
1740497601,MALIK,MD,2,1,GERMANTOWN,208741214,4,MD,US,2,Family Practice,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,60,25,60,75.36,0,120,0,54.12
1477535920,CRISS,MD,2,1,ROANOKE,240142419,21,VA,US,40,Psychiatry,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",N,19,19,19,130.23,0,179,0,104.18
1427100676,MCSORLEY,PT OCS ATC,1,1,SAN LUIS OBISPO,93405,11,CA,US,25,Physical Therapist,Y,O,97001,Physical therapy evaluation,N,99,95,99,76.33,0.32,110,0,57.17
1992951073,MCCORMICK,P.A.-C.,1,1,ROCKFORD,611075090,9,IL,US,8,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",N,24,22,24,57.86,0,124,0,36.65
1588635767,BOOKOUT,MD,1,1,ST CLAIR SHORES,480803207,3,MI,US,20,Orthopedic Surgery,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",N,34,34,34,207.55,0,266,0,165.04
1427094648,BEATY,MD,2,1,OMAHA,681142191,30,NE,US,36,Colorectal Surgery (formerly proctology),Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",N,12,12,12,148.62,0,335,0,112.17
1417980533,MADDEN,MD,1,1,SHREVEPORT,711034228,22,LA,US,2,Family Practice,Y,F,99238,"Hospital discharge day management, 30 minutes or less",N,37,36,37,65.58,0,141,0,52.46
